,Currency,DailyHigh,DailyHighDate,DailyHighTime,DailyLow,DailyLowDate,DailyLowTime,DailyOpen,DailyOpenDate,DailyOpenTime,LastSale,LastSaleDate,LastSaleSize,LastSaleTime,LastYearClose,LastYearCloseDate,PriceSource,PriceUsedForCalculations,PriceUsedForCalculationsDate,PriceUsedForCalculationsTime,ShortName,Symbol,YearlyHigh,YearlyHighDate,YearlyLow,YearlyLowDate,YieldToMaturity,Valoren
28302176,USD,100.987,11/10/2016,9:26:02 AM,99.25,11/10/2016,9:26:15 AM,99.25,11/10/2016,9:26:15 AM,99.25,11/10/2016,20000,5:20:46 PM,100.0,6/26/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-29.5.30 Sr Series E Step Up,JPM4250114,100.987,11/10/2016,98.75,10/31/2016,0.0,28302176
28369608,USD,100.0,5/27/2015,4:23:53 PM,100.0,5/27/2015,4:23:53 PM,100.0,5/27/2015,4:23:53 PM,100.0,5/27/2015,1000000,5:20:39 PM,100.0,5/27/2015,FINRA,0.0,,,JPMorgan Chase (0 % min) Medium Term Notes 2015-29.5.25 Sr Series E Tranche 403 Fltg Rt,JPM4252913,100.0,5/27/2015,100.0,5/27/2015,0.0,28369608
28477662,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,6/9/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-17.6.20 Sr Series E Tranche 409 Step Up,JPM4258277,0.0,,0.0,,0.0,28477662
28513387,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,6/6/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-12.6.25 Sr Series E Tranche 408 Fltg Rt,JPM4257830,0.0,,0.0,,0.0,28513387
28534173,USD,100.0,6/12/2015,3:57:35 PM,100.0,6/12/2015,3:57:35 PM,100.0,6/12/2015,3:57:35 PM,100.0,6/12/2015,1000000,5:20:33 PM,100.0,6/12/2015,FINRA,100.0,6/12/2015,4:21:58 AM,JPMorgan Chase Medium Term Notes 2015-17.6.25 Sr Series E Fltg Rt,JPM4258279,100.0,6/12/2015,100.0,6/12/2015,3.0339,28534173
28859305,USD,82.912,11/2/2016,12:59:45 PM,82.912,11/2/2016,12:59:45 PM,82.912,11/2/2016,12:59:45 PM,82.912,11/2/2016,10000,5:20:49 PM,94.0,12/31/2015,FINRA,83.0,7/12/2016,3:12:03 PM,JPMorgan Chase Leveraged Notes 2015-31.7.35 Series E Fltg Rt,JPM4266442,96.5,1/5/2016,82.337,10/31/2016,12.9093,28859305
30132236,USD,101.739,11/8/2016,12:02:23 PM,101.739,11/8/2016,12:02:23 PM,101.739,11/8/2016,12:02:23 PM,101.739,11/8/2016,20000,5:20:55 PM,99.0,12/30/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-30.10.30 Series E Step Up,JPM4304178,104.043,8/8/2016,95.545,2/2/2016,0.0,30132236
30147216,USD,98.7,10/5/2016,9:27:36 AM,98.5,10/5/2016,9:27:36 AM,98.7,10/5/2016,9:27:36 AM,98.5,10/5/2016,5000,5:20:39 PM,99.0,11/30/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-30.10.35 Series E Step Up,JPM4304179,103.75,9/23/2016,97.0,3/14/2016,0.0,30147216
30166518,USD,100.0,10/27/2015,4:06:48 PM,100.0,10/27/2015,4:06:48 PM,100.0,10/27/2015,4:06:48 PM,100.0,10/27/2015,1000000,5:20:39 PM,100.0,10/27/2015,FINRA,100.0,10/27/2015,9:18:15 PM,JPMorgan Chase Medium Term Notes 2015-30.10.20 Series E Fltg Rt,JPM4305122,100.0,10/27/2015,100.0,10/27/2015,1.2559,30166518
30202205,USD,100.0,11/10/2016,11:37:59 AM,99.562,11/10/2016,11:39:41 AM,100.0,11/10/2016,11:37:59 AM,99.562,11/10/2016,6000,5:20:53 PM,101.125,12/21/2015,FINRA,101.765,7/27/2016,4:44:46 AM,JPMorgan Chase Notes 2015-29.10.20 Fltg Rt,JPM4303865,102.5,8/26/2016,99.562,11/10/2016,1.4425,30202205
30258699,USD,100.708,11/3/2016,1:24:53 PM,99.36,11/3/2016,9:16:46 AM,99.36,11/3/2016,9:16:46 AM,100.608,11/3/2016,50000,5:20:54 PM,100.0,11/18/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-6.11.22 Series E Step Up,JPM4308010,100.708,11/3/2016,96.47,2/26/2016,0.0,30258699
30319375,USD,100.0,2/4/2016,10:18:53 AM,98.754,2/4/2016,10:14:00 AM,98.754,2/4/2016,10:14:00 AM,100.0,2/4/2016,5000,5:20:37 PM,0.0,11/14/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-25.11.28 Series E Step Up,JPM4312525,102.0,1/20/2016,98.754,2/4/2016,0.0,30319375
30319419,USD,100.8,11/2/2016,10:49:00 AM,100.7,11/2/2016,9:20:40 AM,100.7,11/2/2016,9:20:40 AM,100.8,11/2/2016,20000,5:20:42 PM,99.0,12/23/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-25.11.28 Series E Step Up,JPM4312522,118.174,9/30/2016,94.75,2/25/2016,0.0,30319419
30509292,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,11/14/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2015-23.10.17 Tranche 80,JPM4312490,0.0,,0.0,,0.0,30509292
31792290,USD,100.0,5/6/2016,11:28:26 AM,100.0,5/6/2016,11:28:26 AM,100.0,5/6/2016,11:28:26 AM,100.0,5/6/2016,18000,5:20:31 PM,0.0,,FINRA,0.0,,,JPMorgan Chase (2 % - 4 1/2 %) Medium Term Notes 2016-23.03.21 Series E Step Up,JPM4345523,100.0,3/18/2016,99.75,3/18/2016,0.0,31792290
31792560,USD,100.0,3/18/2016,4:01:33 PM,100.0,3/18/2016,4:01:33 PM,100.0,3/18/2016,4:01:33 PM,100.0,3/18/2016,500000,5:20:42 PM,0.0,,FINRA,0.0,,,JPMorgan Chase (2 3/4 % - 7 %) Medium Term Notes 2016-23.03.26 Series E Step Up,JPM4345524,100.0,3/18/2016,100.0,3/18/2016,0.0,31792560
31792562,USD,101.75,10/17/2016,10:47:02 AM,100.0,10/17/2016,10:47:05 AM,100.0,10/17/2016,10:47:05 AM,100.0,10/17/2016,15000,5:20:47 PM,0.0,,FINRA,0.0,,,JPMorgan Chase (3 % - 8 %) Medium Term Notes 2016-23.03.31 Series E Step Up,JPM4345526,101.75,10/17/2016,96.769,8/1/2016,0.0,31792562
31871019,USD,100.0,3/17/2016,4:03:37 PM,100.0,3/17/2016,4:03:37 PM,100.0,3/17/2016,4:03:37 PM,100.0,3/17/2016,1000000,5:20:52 PM,0.0,,FINRA,100.0,3/17/2016,4:26:14 AM,JPMorgan Chase (1 % Min) Medium Term Notes 2016-22.03.24 Series E Fixed/Floating Rate,JPM4345217,100.0,3/17/2016,100.0,3/17/2016,3.0339,31871019
31871123,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase (0% min) Medium Term Notes 2016-22.03.24 Series E Tranche 792 Fixed/Floating Rate,JPM4345216,0.0,,0.0,,0.0,31871123
31893429,USD,98.625,3/22/2016,12:38:06 PM,98.625,3/22/2016,12:38:06 PM,98.625,3/22/2016,12:38:06 PM,98.625,3/22/2016,1000000,5:20:43 PM,0.0,,FINRA,0.0,,,JPMorgan Chase (3 1/2 % - 8 1/2 %) Medium Term Notes 2016-23.03.36 Series E Step Up,JPM4345529,98.625,3/22/2016,98.625,3/22/2016,0.0,31893429
31992533,USD,102.15,11/10/2016,3:33:30 PM,100.455,11/10/2016,3:20:46 PM,100.802,11/10/2016,9:38:55 AM,100.785,11/10/2016,1105000,5:20:45 PM,0.0,,FINRA,100.785,11/10/2016,4:25:10 AM,JPMorgan Chase 3.3 % Notes 2016-01.04.26 Series E,JPM4346207,106.796,7/11/2016,99.468,3/24/2016,3.2277,31992533
31992677,USD,100.867,10/20/2016,3:51:34 PM,100.819,10/20/2016,3:38:36 PM,100.819,10/20/2016,3:38:36 PM,100.867,10/20/2016,1550000,5:20:48 PM,0.0,,FINRA,100.448,6/20/2016,4:45:34 AM,JPMorgan Chase Notes 2016-22.03.19 Series E Floating Rate,JPM4346206,101.076,5/13/2016,99.949,3/30/2016,1.3144,31992677
31992678,USD,100.472,11/10/2016,2:31:27 PM,100.4718,11/10/2016,10:24:34 AM,100.4718,11/10/2016,10:24:34 AM,100.472,11/10/2016,410000,5:20:46 PM,0.0,,FINRA,100.472,11/10/2016,4:25:10 AM,JPMorgan Chase 1.85 % Notes 2016-22.03.19 Series E,JPM4346205,102.314,7/22/2016,99.885,3/24/2016,1.6508,31992678
32321138,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase (0 % Min) Medium Term Notes 2016-29.04.24 Series E Fixed/Floating Rate,JPM4356464,0.0,,0.0,,0.0,32321138
32322182,USD,99.41,7/26/2016,12:50:42 PM,99.125,7/26/2016,12:49:32 PM,99.125,7/26/2016,12:49:32 PM,99.41,7/26/2016,60000,5:20:52 PM,0.0,,FINRA,99.41,7/26/2016,4:25:10 AM,JPMorgan Chase (0 % Min) Medium Term Notes 2016-29.04.26 Series E Fixed/Floating Rate,JPM4356447,100.75,6/16/2016,98.7,5/16/2016,3.8798,32322182
32322291,USD,100.675,11/11/2016,1:26:50 PM,100.675,11/11/2016,1:26:50 PM,100.675,11/11/2016,1:26:50 PM,100.675,11/11/2016,20000,1:26:50 PM,0.0,,FINRA,0.0,,,JPMorgan Chase (3 % - 7 %) Medium Term Notes 2016-29.04.31 Series E Step Up,JPM4358349,101.25,5/13/2016,96.05,5/6/2016,0.0,32322291
32322316,USD,100.15,10/19/2016,12:37:23 PM,100.0,10/19/2016,12:37:23 PM,100.0,10/19/2016,12:37:23 PM,100.15,10/19/2016,20000,5:20:55 PM,0.0,,FINRA,0.0,,,JPMorgan Chase (2 1/4 % - 4 %) Medium Term Notes 2016-29.04.24 Series E Step Up,JPM4358351,101.35,4/28/2016,98.505,10/13/2016,0.0,32322316
32352034,USD,100.0,5/4/2016,1:19:34 PM,100.0,5/4/2016,1:19:34 PM,100.0,5/4/2016,1:19:34 PM,100.0,5/4/2016,20000,5:20:33 PM,0.0,,FINRA,0.0,,,JPMorgan Chase (1 3/4 % - 5 %) Medium Term Notes 2016-29.04.22 Series E Step Up,JPM4358360,100.0,4/26/2016,100.0,4/26/2016,0.0,32352034
22243052,USD,105.83,4/1/2016,11:51:12 AM,105.038,4/1/2016,11:51:12 AM,105.038,4/1/2016,11:51:12 AM,105.83,4/1/2016,25000,5:20:41 PM,102.96,10/27/2015,FINRA,0.0,,,JPMorgan Chase Market-Linked Notes 2013-31.8.23 Sr Lkd to JPM ETF Effcnt 5 Idx Ser E Fltg Rt,JPM4046521,105.83,4/1/2016,104.432,2/22/2016,0.0,22243052
22283934,USD,100.04,11/4/2014,3:41:47 PM,99.7899,11/4/2014,3:42:05 PM,100.04,11/4/2014,3:41:47 PM,99.7899,11/4/2014,30000,5:20:30 PM,99.7899,11/4/2014,FINRA,0.0,,,JPMorgan Chase Contingent Annual Interest Notes 2013-30.9.19 Sr Lkd JPM ETF Efficiente 5 Idx Ser E Fltg Rt,JPM4054561,100.04,11/4/2014,99.7899,11/4/2014,0.0,22283934
22330393,USD,105.85,2/8/2016,1:55:21 PM,104.5,2/8/2016,1:52:00 PM,104.5,2/8/2016,1:52:00 PM,105.85,2/8/2016,25000,5:20:39 PM,109.5,10/9/2014,FINRA,0.0,,,JPMorgan Chase Range Accrual Notes 2013-13.9.28 Sr Lkd 6M LIBOR & S&P 500 Idx Ser E Fltg Rt,JPM4049502,105.85,2/8/2016,104.5,2/8/2016,0.0,22330393
22330414,USD,102.8,6/17/2015,4:35:00 PM,102.543,6/17/2015,3:13:46 PM,102.543,6/17/2015,3:13:46 PM,102.8,6/17/2015,41000,5:20:38 PM,102.8,6/17/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2013-28.9.18 Sr Lkd to ETF Efficiente 5 Idx Series E,JPM4054536,106.1,3/20/2015,101.965,6/5/2015,0.0,22330414
22363407,USD,101.93,8/14/2015,11:45:00 AM,100.25,8/14/2015,1:25:00 PM,101.93,8/14/2015,11:45:00 AM,100.25,8/14/2015,40000,5:20:31 PM,100.25,8/14/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2013-29.3.18 Sr Lkd to JPM ETF Efficiente 5 Idx Ser E,JPM4054510,101.93,8/14/2015,100.25,8/14/2015,0.0,22363407
22454642,USD,84.66,11/4/2016,9:38:37 AM,83.0,11/4/2016,9:38:28 AM,83.0,11/4/2016,9:38:28 AM,84.66,11/4/2016,25000,5:20:53 PM,84.949,12/30/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2013-23.10.28 Sr Fltg Rt,JPM4061773,88.995,1/5/2016,79.0,11/3/2016,0.0,22454642
22479389,USD,96.46,7/31/2015,2:55:00 PM,96.219,7/31/2015,2:55:00 PM,96.46,7/31/2015,2:55:00 PM,96.219,7/31/2015,1000000,5:20:39 PM,96.219,7/31/2015,FINRA,0.0,,,JPMorgan Chase Regd.Contingent Coupon Notes 2013-2.10.23 (EXP.25.9.23) VRN on JPM ETF Efficient Index,JPM4054836,96.46,7/31/2015,96.219,7/31/2015,0.0,22479389
22479398,USD,102.5,11/19/2014,3:15:00 PM,102.25,11/19/2014,3:15:00 PM,102.25,11/19/2014,3:15:00 PM,102.5,11/19/2014,1000000,5:20:29 PM,102.5,11/19/2014,FINRA,0.0,,,JPMorgan Chase Regd.Contingent Coupon Notes 2013-2.10.23 (EXP.25.9.23) VRN on JPM EFT Efficiente Index,JPM4054835,102.5,11/19/2014,102.25,11/19/2014,0.0,22479398
22534304,USD,106.59,10/11/2016,3:50:07 PM,106.59,10/11/2016,3:50:07 PM,106.59,10/11/2016,3:50:07 PM,106.59,10/11/2016,20000,5:20:48 PM,100.36,7/22/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2013-31.10.19 Sr Lkd to JPM ETF Eff 5 Index Ser E,JPM4065102,108.55,8/11/2016,100.36,5/25/2016,0.0,22534304
22627060,USD,102.41,11/9/2016,2:39:11 PM,100.732,11/9/2016,2:33:08 PM,100.732,11/9/2016,2:33:08 PM,102.02,11/9/2016,25000,5:20:45 PM,102.95,4/9/2015,FINRA,0.0,,,JPMorgan Chase Callable Range Accrual Notes 2013-30.10.28 Sr Lkd to 6 M USD LIBOR Series E Fltg Rt,JPM4061215,103.2,2/1/2016,100.732,11/9/2016,0.0,22627060
22722553,USD,108.87,2/6/2015,10:43:11 AM,108.598,2/6/2015,10:43:11 AM,108.598,2/6/2015,10:43:11 AM,108.87,2/6/2015,37000,5:20:30 PM,108.87,2/6/2015,FINRA,0.0,,,JPMorgan Chase Market Linked Notes with Contingent Coupons 2013-31.10.23 Sr Lkd  JPM ETF Efficiente 5 Idx Ser E Fltg Rt,JPM4065099,110.5,2/5/2015,106.18,1/2/2015,0.0,22722553
22745199,USD,95.3,6/13/2016,5:20:45 PM,94.588,6/13/2016,5:20:45 PM,95.3,6/13/2016,5:20:45 PM,95.3,6/13/2016,0,5:20:45 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Regd.Contingent Coupon Notes 2013-30.10.23 (EXP.23.10.23) VRN on JPM ETF Efficiente Index,JPM4066171,95.3,6/13/2016,94.588,6/13/2016,0.0,22745199
22763191,USD,83.55,10/4/2016,3:44:00 PM,76.415,10/4/2016,3:11:19 PM,76.415,10/4/2016,3:11:19 PM,83.55,10/4/2016,10000,5:20:45 PM,79.16,12/8/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2013-20.11.28 Sr Lkd to CMS Spread Series E Fltg Rt,JPM4070801,86.63,7/11/2016,76.415,10/4/2016,0.0,22763191
22776812,USD,101.3,11/10/2016,10:36:03 AM,100.17,11/10/2016,10:35:40 AM,100.17,11/10/2016,10:35:40 AM,101.3,11/10/2016,10000,5:20:43 PM,98.17,5/6/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2013-29.11.19 Sr Lkd to JPM ETF Efficiente 5 Idx Ser E,JPM4075394,101.3,11/10/2016,100.17,11/10/2016,0.0,22776812
22809020,USD,97.77,12/16/2014,12:17:41 PM,97.038,12/16/2014,12:17:41 PM,97.038,12/16/2014,12:17:41 PM,97.77,12/16/2014,15000,5:20:27 PM,97.77,12/16/2014,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2013-29.11.19 Sr Lkd to JPM ETF Efficiente 5 Idx Ser E,JPM4075392,97.77,12/16/2014,93.742,5/27/2014,0.0,22809020
22933080,USD,99.85,8/1/2016,11:25:00 AM,99.6,8/1/2016,11:25:00 AM,99.85,8/1/2016,11:25:00 AM,99.6,8/1/2016,1000000,5:20:44 PM,0.0,,FINRA,0.0,,,JPMorgan Chase Regd.Index Linked Notes 2013-22.11.23(EXP.15.11.23)VRN on JPM ETF Efficiente Return,JPM4072759,99.85,8/1/2016,99.6,8/1/2016,0.0,22933080
23068056,USD,101.55,7/20/2016,2:32:00 PM,101.55,7/20/2016,2:51:00 PM,101.55,7/20/2016,2:32:00 PM,101.55,7/20/2016,1000000,5:20:42 PM,102.95,10/15/2014,FINRA,0.0,,,JPMorgan Chase Auto Callable Notes 2013-9.12.16 Sr Lkd to Vanguard FTSE Emerging Mkts ETF Ser E,JPM4078131,101.55,7/20/2016,101.55,7/20/2016,0.0,23068056
23072824,USD,100.82,9/6/2016,3:29:41 PM,100.099,9/6/2016,1:20:14 PM,100.7,9/6/2016,1:20:14 PM,100.218,9/6/2016,50000,5:20:45 PM,96.84,12/15/2015,FINRA,0.0,,,JPMorgan Chase Contingent Coupon Callable Yield Notes 2013-12.12.17 Sr Lkd to Basket Series E Fltg Rt,JPM4079176,100.82,9/6/2016,90.444,2/11/2016,0.0,23072824
23083212,USD,100.88,8/13/2015,4:03:32 PM,100.88,8/13/2015,4:03:32 PM,100.88,8/13/2015,4:03:32 PM,100.88,8/13/2015,10000,5:20:41 PM,100.88,8/13/2015,FINRA,0.0,,,JPMorgan Chase Auto Callable Notes 2013-27.12.16 Sr Lkd to Vanguard FTSE Emrgng Mrkt ETF Ser E,JPM4082996,108.84,7/14/2015,100.88,8/13/2015,0.0,23083212
23104888,USD,106.067,8/9/2016,11:05:20 AM,106.067,8/9/2016,11:05:20 AM,106.067,8/9/2016,11:05:20 AM,106.067,8/9/2016,180000,5:20:34 PM,101.91,9/28/2015,FINRA,0.0,,,JPMorgan Chase Range Accrual Notes 2013-13.12.28 Sr Lkd S&P 500 Idx Series E Fltg Rt,JPM4079718,106.067,8/9/2016,102.274,1/20/2016,0.0,23104888
23148877,USD,99.07,8/25/2014,1:06:00 PM,99.07,8/25/2014,1:06:00 PM,99.07,8/25/2014,1:06:00 PM,99.07,8/25/2014,250000,5:20:32 PM,99.07,8/25/2014,FINRA,0.0,,,JPMorgan Chase Capped Contingent Buffered Return Enhanced Notes 2013-16.12.16 Sr Lkd to TOPIX Index Series E,JPM4081134,99.07,8/25/2014,91.271,5/14/2014,0.0,23148877
23222041,USD,98.2,7/29/2016,11:44:00 AM,97.5,7/29/2016,11:44:00 AM,97.5,7/29/2016,11:44:00 AM,98.2,7/29/2016,1000000,5:20:43 PM,107.51,1/13/2015,FINRA,0.0,,,JPMorgan Chase Regd.Contingent Coupon Notes 2013-29.12.23(EXP.21.12.23)VRN on JPM ETF Price Return 5 Idx,JPM4084883,98.2,7/29/2016,97.5,7/29/2016,0.0,23222041
23222042,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,JPMorgan Chase Regd.Contingent Coupon Notes 2013-29.12.23(EXP.21.12.23)VRN on JPM ETF Price Return 5 Idx,JPM4084884,0.0,,0.0,,0.0,23222042
23298942,USD,96.6,7/28/2015,11:35:10 AM,96.504,7/28/2015,11:35:36 AM,96.6,7/28/2015,11:35:10 AM,96.504,7/28/2015,500000,5:20:34 PM,96.504,7/28/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2014-12.1.18 Sr Lkd JPM Alternative Indx Mlt-Strtg 5 Ser E,JPM4087657,96.6,7/28/2015,96.504,7/28/2015,0.0,23298942
23421496,USD,10.02,11/9/2016,12:56:18 PM,10.02,11/9/2016,12:56:18 PM,10.02,11/9/2016,12:56:18 PM,10.02,11/9/2016,0,5:20:51 PM,9.866,12/22/2015,FINRA,0.0,,,JPMorgan Chase Contingent Income Auto-Callable Securities 2014-20.1.17 Sr Lkd to Shs of Bank of America Ser E Fltg Rt,JPM4090010,10.02,11/9/2016,7.27,2/9/2016,0.0,23421496
23576541,USD,92.39,8/22/2016,1:50:22 PM,91.54,8/22/2016,1:50:22 PM,91.54,8/22/2016,1:50:22 PM,92.39,8/22/2016,1000,5:20:37 PM,92.265,12/21/2015,FINRA,0.0,,,JPMorgan Chase Auto Callable Contingent Interest Notes 2014-31.1.17 Sr Lkd to SPDR EURO STOXX 50 ETF Ser E Fltg Rt,JPM4094225,96.44,6/8/2016,81.91,1/29/2016,0.0,23576541
23632386,USD,100.58,10/27/2016,3:02:47 PM,100.129,10/27/2016,3:02:47 PM,100.58,10/27/2016,3:02:47 PM,100.129,10/27/2016,150000,5:20:50 PM,0.0,1/30/2014,FINRA,0.0,,,JPMorgan Chase Contingent Coupon Callable Yield Notes 2014-6.2.18 Sr Lkd to Basket Series E Fltg Rt,JPM4095340,100.75,10/24/2016,95.65,1/15/2016,0.0,23632386
23638139,USD,90.29,1/7/2015,3:26:30 PM,88.756,1/7/2015,3:26:47 PM,89.59,1/7/2015,3:26:47 PM,88.756,1/7/2015,6000,5:20:31 PM,88.756,1/7/2015,FINRA,0.0,,,JPMorgan Chase Buffered Return Enhanced Notes 2014-28.2.18 Sr Lkd to EURO STOXX 50 Idx Ser E,JPM4101199,90.29,1/7/2015,88.756,1/7/2015,0.0,23638139
23648795,USD,90.5,7/23/2015,12:44:55 PM,90.0,7/23/2015,12:07:01 PM,90.0,7/23/2015,12:07:01 PM,90.5,7/23/2015,1000000,5:20:39 PM,90.5,7/23/2015,FINRA,0.0,,,JPMorgan Chase Range Accrual Floating Rate Notes 2014-12.2.24 Sr Lkd 3M USD LIBOR & 10Y CMS Ser E Fltg Rt,JPM4096156,90.5,7/23/2015,90.0,7/23/2015,0.0,23648795
23652961,USD,100.49,6/6/2016,12:38:03 PM,100.239,6/6/2016,12:38:03 PM,100.239,6/6/2016,12:38:03 PM,100.49,6/6/2016,30000,5:20:54 PM,94.61,11/24/2015,FINRA,0.0,,,JPMorgan Chase Medium Term Notes 2014-28.2.20 Sr Lkd to JPM ETF Efficiente 5 Idx Ser E,JPM4101201,100.49,6/6/2016,94.736,3/16/2016,0.0,23652961
23671721,USD,106.5,5/15/2015,2:55:48 PM,106.4,5/15/2015,3:02:37 PM,106.5,5/15/2015,2:55:48 PM,106.4,5/15/2015,30000,5:20:31 PM,106.4,5/15/2015,FINRA,0.0,,,JPMorgan Chase Dual Directional Knock-Out Buffered Equity Notes 2014-12.2.18 Sr Lkd to Basket of Fund Series E,JPM4096149,106.5,5/15/2015,106.4,5/15/2015,0.0,23671721
23680383,USD,98.78,10/13/2014,9:00:00 AM,98.78,10/13/2014,9:00:00 AM,98.78,10/13/2014,9:00:00 AM,98.78,10/13/2014,50000,5:20:25 PM,98.78,10/13/2014,FINRA,0.0,,,JPMorgan Chase Capped Dual Directional Knock-Out Buffered Notes 2014-9.2.17 Sr Lkd to iShs of 20+Y Trsury Bnd ETF Series E,JPM4096801,100.0,6/3/2014,98.78,10/13/2014,0.0,23680383
23682729,USD,102.65,10/13/2014,9:00:00 AM,102.65,10/13/2014,9:00:00 AM,102.65,10/13/2014,9:00:00 AM,102.65,10/13/2014,20000,5:20:25 PM,102.65,10/13/2014,FINRA,0.0,,,JPMorgan Chase Knock-Out Buffered Notes 2014-9.2.17 Sr Lkd to S&P 500 Index Series E,JPM4096804,106.62,8/22/2014,102.65,10/13/2014,0.0,23682729
23792274,USD,86.78,4/8/2015,2:56:59 PM,86.66,4/8/2015,2:56:59 PM,86.66,4/8/2015,2:56:59 PM,86.78,4/8/2015,25000,5:20:35 PM,86.78,4/8/2015,FINRA,0.0,,,JPMorgan Chase Single Observation Knock-Out Digital Notes 2014-26.2.19 Sr Lkd to Basket Series E,JPM4099794,86.78,4/8/2015,86.66,4/8/2015,0.0,23792274
27329225,USD,97.95,8/24/2016,12:04:47 PM,97.45,8/24/2016,12:05:00 PM,97.95,8/24/2016,12:04:47 PM,97.45,8/24/2016,10000,5:20:39 PM,0.0,3/21/2015,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2015-30.12.16 Sr Lkd to iShs MSCI Emerging Mkts ETF Ser E,JPM4227239,97.95,8/24/2016,91.25,6/30/2016,0.0,27329225
27329308,USD,101.73,9/14/2016,3:59:13 PM,101.73,9/14/2016,3:59:13 PM,101.73,9/14/2016,3:59:13 PM,101.73,9/14/2016,5000,5:20:46 PM,0.0,3/21/2015,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2015-30.12.16 Sr Lkd to Russell 2000 Index Series E,JPM4227236,101.73,9/14/2016,101.62,9/13/2016,0.0,27329308
27329347,USD,94.51,1/19/2016,1:18:05 PM,94.11,1/19/2016,1:15:02 PM,94.11,1/19/2016,1:15:02 PM,94.51,1/19/2016,100000,5:20:42 PM,97.86,10/14/2015,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2015-30.12.16 Sr Lkd to S&P 500 Index Series E,JPM4227240,94.51,1/19/2016,94.11,1/19/2016,0.0,27329347
27329485,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,3/21/2015,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2015-30.12.16 Sr Lkd to EURO STOXX 50 Idx Series E,JPM4227241,0.0,,0.0,,0.0,27329485
27329554,USD,96.17,11/8/2016,2:36:00 PM,95.79,11/8/2016,2:51:12 PM,95.811,11/8/2016,2:37:20 PM,96.15,11/8/2016,31000,5:20:55 PM,99.0,4/14/2015,FINRA,0.0,,,JPMorgan Chase Capped Buffered Return Enhanced Notes 2015-30.12.16 Sr Lkd to iShs MSCI EAFE ETF Series E,JPM4227237,96.17,11/8/2016,95.06,9/14/2016,0.0,27329554
27329869,USD,100.0,3/26/2015,2:15:00 PM,100.0,3/26/2015,2:15:00 PM,100.0,3/26/2015,2:15:00 PM,100.0,3/26/2015,165000,5:20:30 PM,100.0,3/26/2015,FINRA,0.0,,,JPMorgan Chase Uncapped Buffered Return Enhanced Notes 2015-29.3.19 Sr Lkd to S&P 500 Index Series E,JPM4227243,100.0,3/26/2015,100.0,3/26/2015,0.0,27329869
27356632,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,3/21/2015,FINRA,0.0,,,JPMorgan Chase Digital Notes 2015-29.3.19 Sr Lkd to Russell 2000 Index Series E,JPM4227272,0.0,,0.0,,0.0,27356632
27356817,USD,95.53,3/18/2016,2:21:03 PM,95.53,3/18/2016,2:21:03 PM,95.53,3/18/2016,2:21:03 PM,95.53,3/18/2016,27000,5:20:39 PM,0.0,3/21/2015,FINRA,0.0,,,JPMorgan Chase Capped Dual Directional Contingent Buffered Notes 2015-29.3.19 Sr Lkd to Russell 2000 Index Series E,JPM4227252,104.52,3/17/2016,94.53,3/17/2016,0.0,27356817
